,Unnamed: 0,comment
202,202,"Alkhamdulillah , kt Gus  Miftah  cuman Hamba ,,ALLOH SWT,,, sangat2 pertanggung jawab  atas kekeliruan/kesalahan ya jg  ,buat contoh yg terbaik  
ALLOH  SWT,, Maha kasih dn Sayang ,,smg  GUS Miftah  jg 
Bpk Sunhaji  di sini  jg  derajat beliu yg melalui acara ini  
Smg  kt semua ya  Sukses senantiasa sllu dlm perlindungan keberkahan kebahagiaan yg tanpa batas, dn yg terbaik,,,amiiin ya Robbal alamin,,,🙏🏻🙏🏻🤲🏻🤲🏻🤲🏻👍🏻👍🏻❤❤❤"
203,203,Lebih cocok jd pelawak daripada jd pendakwah
204,204,Bar ngusep sirahe bojone Pindo  Sakiki ngusep atine bakol es teh...piye to Gus sampean ki
205,205,gus miftah mau trus brdakwah  masa si msh ada yg mau dengerin apa ga mundur jg pasti di pecat bpk presiden prabowo sangat prduli sm rakyat miskin
206,206,"Gk usah Nangis, Air mata palsu itu, .. 
inget pas kemaren ngolok"" Sama se gerombolan mu yg ilmu nya tinggi kemaren, . 
Gk Bisa ngajeni WONG CILIK"
207,207,kok mewek kemarin menhina orang miskin ketawa ketawa sdan sombong kok sekarang menagis
208,208,Ustd Reman ko mewek juga😁😁
209,209,"Kenapa lu jabrib mengundurkan diri,  malu yah"
210,210,"Sudah berbulan bulan menjilat baru kemaren jadi pejabat udah modyar,"
211,211,Potong dulu rambut
212,212,Pejabat yang lain contohlah.. kalau Anda yang berbuat salah akuilah dan mundurlah masih banyak anak bangsa yang lebih baik.. ❤❤❤
213,213,Bgus mundur aj gak pantes crmah kyak gthu
214,214,Msih mau bela diri boos
215,215,kocak lu GUS masa nangis skg.. Coba ulangi ekspresi muka ketawa waktu hina pedagang es
216,216,Sabar Lek....... Sampean wong pinter..... Cuma cara ngomongmu sing kurang bener alias saru........
217,217,"Inilah cermin buat kita semua,jangn sampai lisan menyakitkan oranglain"
218,218,"Pak presiden pak Prabowo perna bilang , sya hormat pada petani , pedagang kaki lima , pedagang asongan ,ojol , dll , hlaaa mala gus miftah menggoblok kan pedagang asongan"
219,219,Semangat gus stiap orang pasti pernah melakukan ksalahan tidak ada manusia yang sempurna karna kesempurnaan milik alloh semoga kedepan nya akan lebih baik gus semangat semoga semakin mendekatkan diti kpda Alloh yg maha benar dan maha membolak balikan hati manusia amin
220,220,Kemarin  ketawa    gus   mana ketawa mu   ..
221,221,Kok cengeng se x sih
222,222,Lebih baik mundur    dari pada di copot secara tak terhormat..       Mita  harus di    proses sesuai  UUD  hukum  di indonesia ..   Jang    hanya mundur dan meminta maf  terus   udah kelar..     Tangkap dulu gusmita     beri hukuman..
223,223,td layak lgi d undang orang sombong yg kya gini bagi orang yg mau mengundang lbih goblok lgi
224,224,Berdakwah lah anda di rumah anda..karna gk ada yg mau mendengar karakter dakwahan anda paham sampean
225,225,Gus mihta tak psntas di sebut pendakwa .       Hapus  juga dari  pendakwahan..
226,226,kepada seluruh rakyat indonesia saya ucapkan terima kasih sudah mendukung...siapa yg dukung..gw sih kagak 😅
227,227,Terima kasih sudah memilih  mengundurkan diri. Kata beliau sebagai langkah awal bukan langkah mundur. Mari kita hargai pilihan beliau. Tuhan memberkati 🙏
228,228,"Se orang ustad ucapan kata""nya jangan kotor n seenaknya perutnya sendiri,ustad itu beri tausia yg baik karena ustad itu orang yg ber ilmu n pendakwah,beri wejangan yg baik,bukan malah mulut nya menghina"
229,229,"Ini sebagai contoh untuk seluruh pejabat di NKRI budaya mundur apabila melakukan sedikit kekilavan, walaupun itu tdk disengaja budaya mundur ,fenomena ini akan. Menjadi dimulainya fenomena baru  untuk seluruh pejabat baik dari pusat sampai daerah bupati, gubernur dsb. Hormat untuk gus miftah"
230,230,"Mudah2han yang di panggung yang ikut ketawa, akan d miskin kan hartanya oleh Alloh subhanahuwataala amin2, kunfayakun"
231,231,"Mau nagis mintak di kasihani,ini yg mau di cantohin,ati2 pak Prabowo cari org utk JD pemimpin,sy dukung pak Prabowo SDH 3 priode"
232,232,Mana ktawa mu yg kmarin yg waktu merendahkan orang lain tu..kok mewek sih anda😂😂😂😂😂betapa bahagia rakyat indonesia gk ada  pereman pasar berkedok penceramah😂😂😂jujur ini lah pidio yg paling lucu yg saya tonton..satu kata untuk anda maaaaammpuuuuuss
233,233,"Bagus lah kalau mundur, anda itu belum pantas duduk d sebelah pak Prabowo"
234,234,"Jg byak omong lh bos,ayat2 yg kau baca hya utk bela diri"
235,235,Lihat saja sadar asli atau palsu...klo sadar alhamdulillah...
236,236,Ulama kocak
237,237,Kesatria mengakui kesalahan❤
238,238,Hahahahahahahahahaha
239,239,Bagis lah jika km SADAR GUS KAMPRET .
240,240,"Saya sangat mengapresiasi langkah yg Gus Miftah ambil .
Patut di contoh ,walau kesalahan nya hanya kcil"
241,241,"Syukurlah kl anda sadar diri, untuk mengundurkan diri.. biar jadi contoh dan pembelajaran  buat pejabat lain ..kalau punya kasus..segera mundur..bukan malah cari cari alasan dan kambing putih"
242,242,Wala takfu malaisalaka bil ilmi(jngnlh kamu mudah menyimpulkan sesuatu yg blm kamu ketahui)
243,243,Gondrong doank tapi nangis
244,244,Jangan sombong lah jadi orang
245,245,Biasanya seorang atasan jika bawahannya berbuat kesalahan yang fatal maka seorang atasan memberi 2 pilihan mundur atau di pecat.
246,246,mimtah asal ngagah ngomong teh
247,247,"Syukur alhamdulillah atas kesadarannya,bahwa anda tidak layak untuk jabatan itu gus..."
248,248,"Kemarin angkuh !!!! 
Sekarang lusuh 
Gus gus ..darimana juga kamu dapat gelar Gus"
249,249,Bukan dari canda gus mifta tukang jual esteh dapat rizqi dadakan
250,250,MUNDUR... KARNA TERTAWA YG BERLEBIHAN... JOWONE BEECIK KETITIK OLO KETORO
251,251,MUNDUR... KARNA TERTAWA YG BERLEBIHAN... JOWONE BEECIK KETITIK OLO KETORO
252,252,Benar kata pepatah mulutMU adalah harimauMU
253,253,"Pembelajaran bagi siapapun..
Saat yang mahakuasa mengangkat derajat anda, anda jangan lupa jabatan yg dititipkan oleh presiden bukan berarti membuat anda makin pongah,, ingat, jabatan itu adalah sebuah ujian dari Allah,, sekarang anda sia² amanah yang maha kuasa terhadap anda dengan mencaci seseorang hanya karena menyangkut anda diberi jabatan presiden, trus anda bisa seenak anda,.
Itulah kesalahan anda, ingat Gus,, nikmat tu cuman sampai tenggorokan.. sekarang anda telah dicabik-cabik oleh mulut dan kelakuan anda sendiri,, gak usah pake cuci tangan biar Anda dianggap benar lagi,, introspeksi aja diri sendiri, trus biar orang lain yang akan menilai anda..
Murid Anda si dedi mana suaranya..
INGAT,, KITA HIDUP,, JANGAN SOMBONG, apa lagi PONGAH.
Hati²lah dalam berucap, hati² dalam bertindak, Hati² bertingkah laku..
Bagi yg kemaren ikutan ketawa terbahak-bahak diacara si Gus Miftah, kalian juga harus introspeksi diri juga, secara gak langsung sikap anda juga bikin hati orang terluka, jgn hanya jadi penjilat pada SiMiftah dengan PD nya ketawa terbahak-bahak,, sekarang kalian saksikan sendiri kan,, sekarang kalian dihinakan juga. Harusnya kemaren anda gak usah ikut²an ketawa, anda harus pikirkan dulu itu candaan atau hinaan, yg akhirnya anda juga ikut terjerumus oleh tindakan SiMiftah..
Kalian semua orang² yg berpendidikan, maka gunakanlah sebagai mana mestinya seseorang yang berpendidikan.
SEMOGA KEJADIAN INI, JADI PELAJARAN BAGI SELURUH TOKOH²/PEJABAT DI SELURUH INDONESIA..
Ingat,,, jabatan itu banyak artinya,,,
Bisa jadi jabatan bukti kekuasaan Tuhan mengangkat derajat
Bisa jadi jabatan itu adalah ujian
Bisa jadi jabatan adalah berkah dan banyak lagi yg tersirat dalam jabatan dan ketenaran."
254,254,2:02:50 di maafkan
255,255,"gua mah geliat dia ceramah pakek kacamata hitam kalo lagi ceramah aja ,udah gak simpatik sama ini orang , eeee benar sekarang terbukti , ini orang bukan penceramah , cocok nya jadi badut"
256,256,Wah bisa dalil gaes ...membaca pula ..
257,257,maleess komen...😢😂😊😮
258,258,Keliatan dia bukan ahli ilmu..
259,259,Mendingan nabalin
260,260,"Nah itu lebih bagus dari pada membuat malu , udah di kasih jabatan sama pak bowo kok bikin ulah."
261,261,"Sudah jangan mewek mewek,itu sudah karakternya. Ganti saja GUS IKHDAMM"
262,262,👍👍👍👍👍👍👍
263,263,alhamdulillah mundur juga 🤲🤲🤲 semua sudah terbukti
264,264,"GUS APAAN KAU,"
265,265,Gak pantas jadi panutan
266,266,Untuk santri santri gus mifta saya sarankan cari guru yang punya adab yang bagus. Sehingga bisa bermanfaat ilmunya.keluar dari pondok ataubyang santri diluar pondok
267,267,"Setelah ini boikot ponpes yg pemiliknya ngakak disamping orang ini, pesantren Al-Huda magelang.. tolong  masih banyak ponpes yg lain.. jgn termasuk orang munafik menitipkan anak ke orang yg gak punya hati nurani...seperti Usman Ali... Dia bukan kyai.. dia cuma penggemar poligami...."
268,268,"Yaudah iya...lagian becanda nya begitu...tau sendiri netizen bro...wasit bahrain aja ampe ketar ketir....semoga lebih baik lg cara dakwahnya bro...kurang""in deh kata""tersebut...emang di lingkungan masyarakat kata""tersebut selalu terucap...bahkan kata""binatang pun biasa aja...kalo yang ucap orang biasa ya...tapi kalo punya nama trus keluar kata""tersebut auto tranding no 1...bisa x sebulan lebih tranding..."
269,269,😊😊lebay politik politik .. Nggedebus...
270,270,Mewek mewekkkkk wkwkwk....
271,271,Andaikata dagang es tidak di goblok goblokan sama Gus Miftah kira kira dagang es firal tidak.kira kira dagang es hari ini naik derajatnya apa tidak ?
272,272,Alhamdulillah
273,273,"Nyadar kan kamu guas, makanya punya bahasa tutur kata di jaga, jangan asal njeplak"
274,274,Barokah JD mukhibin..... Ya gini... baru saja blm 1bln eh jatuh dgn sendirinya...😅
275,275,"Justru sebelahnya gus Mifta yg benar,2.minta maaf.kelihatan arogansinya.dia jg nanggung dosanya dihadapan Allah."
276,276,Alhamdulilah Klau Masih Sadar diri Masih banyak yg pintar Dari pada congornya ngak bisa dijaga
277,277,Maka nya mulut dijaga ... seorang kyai gak pantas bicara kotor ...
278,278,"wkwk istikhoro...blg ae miftah malu di olok olok notizen.., emang wali istikhoro lgsng kobul"
279,279,Yg kemarin ikut ketawa bareng kenapa ga ikut nangis bareng?
280,280,"lebih baik mundur dari pada menunggu di pecat secara tdk terhormat,karena anda tdk pantas menjadi pejabat negara !!!"
281,281,"Sekarang, miftah harus membuang nama gus, karena dia bukan gus, dn jangan sekali2 mendulang uang dari berceramah, dn sudahla... Jangan ngomong dalil/hadis itu malah mencoreng agama islam"
282,282,"Setelah penjual es teh, selanjutnya penjual apa lagi ya yang di katain g😂bl😢k.  Dakwah sekarang menjadi bisnis dan politik yg menjanjikan."
283,283,Itu jg yg sebelah gus Mifta.jg harus minta maaf.yg modelnya  seperti plecehan pedagang kecil
284,284,"malu kl ga mundur bro
sadar dirilah"
285,285,Mmang begitu hrs mundur.
286,286,"Penyesalan emang datang akhir belakang , jadikn contoh ingat sllu jg lisan trhadap orng lain"
287,287,"Nhaah ini bisa menjadi pembelajaran yng mahal untuk semuanya apalgi bg publik figur maupun politisi,, untuk lebih menghargai sesama manusia, mulutmu bisa menjadi harimau mu"
288,288,Nangis tenan opo sandiwara kui
289,289,"begitu dong mundur dengan hormat.
jadi yg goblok itu bukan penjual  es, tapi sebaliknya"
290,290,Orang2 yg TerAnia DoAnya  Sangat di Ijabah sama Allah Swt...Semoga kelak tidak terjadi lagi..Amin
291,291,"Sy salut buat Gus Miftah,orang bisa saja khikaf,semoga kedepannya tidak terjadi hal sperti ini lagi🙏🙏"
292,292,Baguslah mundur itu lbih baik sadar diri
293,293,Belajar lg Gus tentang adab berbahasa dan kurangi tingkah laku yang kurang baik
294,294,Wahai umat Islam di seluruh jagat Maya ??? Semua yg menjalani hidup pasti mengalami ? Yaitu kemarau setahun hujan sehari !!! Hanya orang rendah hati yg tau makna dr pribahasa di atas
295,295,Gondrong boleh2aje tpi sesuaekn dngn status lo ini bukan zaman nabi yg tak ad tukang cukur.
296,296,"Menghina seperti itu tidak baik tapi beliau tidak merampok hak orang lain, malah gara gara kesalahan beliau orang lain menjadi makmur. 

Coba bandingkan dengan para koruptor yang jelas jelas merampok hak rakyat miskin itu gak pernah ada ynag menghujat sehebat menghujat gus miftah..."
297,297,Dan boikot juga harusnya yu orang
298,298,Begitu cepatnya tawamu berubah jadi tangisan.
299,299,"akhirnya di bukakan jalan nya,ga tepat menjadi utusan presiden"
300,300,Kasian gus miftah.
301,301,"Baguslah intropeksi diri ingat etika dan adab moral lebih tinggi dari ilmu, buat apa punya ilmu tinggi kalau tak punya adab dan etika, masih banyak orang yg beradab dan beretika, dari NKRI ini salam akal yg waras 🙏🙏🙏"
302,302,ada suara kucing.seakan akan puas dengar mifta mundur.wkwk
303,303,"Cerdas jg...cari simpati semua Orng..mdah""an az..apa yg di katakan Miftah benar ada nya."
304,304,Baguuuus 👍👍👍👍👍
305,305,Nahhh ngono...aku melu lega yen Gus Mif wani mundur kanti Legawa lan uwes njaluk ngapura marang Gusti Alloh uga marang lek Sunhaji uga marang Presiden lan Rakjat Indonesia. Jaga slalu KB Hasan Besari Jetis Tegalsari Ponorogo. 👍👍👍🙏🙏.
306,306,Beneran pa hoak
307,307,"Ngono yow isek sempet"" te ...dalil joh."
308,308,"Penyesalan slalu dtng blakangan,dn ma,af adalah yg pling gampang di ucapkn oleh mulut."
309,309,"MAKANYA DI SAAT KITA DEKAT DENGAN REZIM JANGAN ANGKUH, SEOLAH-OLAH KALIAN PEMILIK BANGSA INI, RAKYAT LAIN YANG TIDAK MENDUKUNG JUNGJUNGAN KALIAN, KAU BILANG INI, KAU BILANG ITU, PEDAHAL SEMUA YG KALIAN BUAT SADAR, NANGIS LAGI, MINTA MAAF SAJA SUDAH, MUAK KITA DENGARNYA, JEJAK DIGITALMU ABADI LO,"
310,310,Ya allahh tuhan yang mahakuasa berbuat sekehendak
311,311,halah kbnyakn omong..ngerti agama gak gerti adab..
312,312,Hancur....sehancurnya
313,313,katanya pendakwah kok gitu kan di kitab hadist Arba'in jelas selamatnya insan /manusia dgn menjaga lisannya makanya berkatalah yg baik kalau ga bisa baik lbh baik diam
314,314,Kita menghormati pilihan Mifftah mundur dari jabatan utusan khusus presiden yang berarti dia menyadari bahwa lebih baik mundur sebagai bentuk pertanggung jawaban atas kesalahannya menghina salah satu umat dan itu sangat tepat.
315,315,"Mungkin itu lah, yng sebenar nya"
316,316,Kau itu pantasnya jdi juri ayam aduan saja
317,317,"Lebih cepat lebih baik mundur daripada lama ""jadi pendakwah berkedok agama"
318,318,"mantap,,, Miftah malu oleh mulutnya sendiri"
319,319,Mundur secara ksatria....
320,320,Kalau saran mah ust adi hidayat
321,321,Mundur karna desakan sitizen
322,322,"Dan jgan ceramah"" Lgi...itu akn lbih baik gus.. Msh bnyak juga kiyai"" Yg baik"
323,323,Ngak cocok ustad menghina orang rendah . Semesti menyampaikan yang baik baik aja . Kami orang bodoh ngak mau bicara seperti anda
324,324,"bagus akhirnya mudur,dari pada lansung di pecat.
itulah akibatnya klo punya ilmu ga punya adab.
iya jabatan hanya titipan,dan ingat ilmu pun klo gak bisa memanfaatkan nya akan di hisab.apa lagi menjadi guru agama, pertanggung jawabannya di akhirat sungguh berat.
jadikanlah ini pelajaran wahai  pendakwah Gus Miftah.🙏🏻"
325,325,"Qt ambil hikmahnya nya saja bahwasanya lisan itu bisa lebih tajam dari pada pedang, jika qt salah mepergunakan nya bisa berakibat fatal,, 😢😭🙏"
326,326,"Alkhamdulillah emang sebaiknya seperti itu, lebih baik, Ketimbang kau sll men jadi"" kesombonganmu itu.Satu org lagi yg tertawa ter-bahak"" seperti setan itu ktnya konon seorang pimpinan ponpes.Dia sama sekaii layak khawatir karakternya yg berbahaya itu menular kpd yg lain."
327,327,"Pikran dan rasa masing"" orang sebenarnya kembali ke suasa batin dan pikiran orang itu masing"" ,yg membencimu itulah suasana batin pembeci ,yg suka itulah suasan batin yg cinta / suka ,jadi biasa saja gus tetap berjuang semangat Gus ! ❤"
328,328,"APAPUN GUS MIFTAH TETAP IDOLAKU...MMG GAYA DAKWAHNYA BEGITU, DAN GA MUNGKIN JG KYAI BESAR SPT GUSMIFTAH, BERNIAT MNGHINA ..SABAR GUS, ALLAH MAHA TAHU❤❤❤❤❤"
329,329,Janga sebut Gus krna ucapanya gk pantas utk seorang yg brgelar gus
330,330,Harusnya jadi pigur seorang habib itu
331,331,Banyak manusia waras yang lebih pantas
332,332,"Air mata buaya tidak layak kamu jadi pemuaka agzma sombong menghina orang sesukamu aja ngomong tidak pantas j
Kamu  bicara sehenak  mulut  ingat mati dunia sementra"
333,333,"Etika dan adap itu lebih utama
Kalau kita tak beradab  GI mana tu"
334,334,"salamatul insan fi higdzil lisan, sabar gus ini cobaan dari Allah SWT, kedepan kalau berdakwah lebih berhati-hati gunakan  kata2 yg baik, jangan merendahkan orang lain apalagi di depan umun, semoga gus Miftah lebih sukses lagi, sabar gus..."
335,335,"Nyatai aja Gus mifatah orang yg membencimu dia tak tau suarana batinmu kepadanya ,dia yg nyukaimu tau akan batin mu ,begitu sebaliknya  panjengan Gus !❤"
336,336,Buat yg laen jaga mulutnya mkanya
337,337,"Cara Allah memuliakan,dan menghinakan mahluk nya...sangan unik... kunfayakun"
338,338,Lidah tidak bertulang
339,339,"Aktingnya bgus.. Gus miftah lbh baik jdi bintang sinetron aja,  sialnya hidupnya pnuh drama😅😅setanpun gk prcaya akan omong kosongnya apalagi manusianya😂"
340,340,"Klw sudah kyk gini bru nangis"" Ente. Kmarin menghina org susah smpai terbahak"""
341,341,"Itu baru takdiiir,,,,setelah kau angkat derajatnya pak sunhaji  gus miftah lepas jabatan. Mudah mudahan  mundurnya dengan keihklasan,,,,,❤❤❤❤❤"
342,342,Lebay...
343,343,Semua manusia tak luput dari kesalahan n kekhilafan.Semua ini ambil khikmahnya ..... Nasib rezeqi n bala Allaah telah mengaturnya ❤
344,344,"Tau batal haram tp gak punya adab, agama cuman jadi kedok"
345,345,intinya... mengolok mengejek itu gak baik. jadi... ya jelek
346,346,😂😂😂😂😂😂😂😂.....rasakan dn jg hrs di boikot di tv
347,347,Sdh merasa bersalah
348,348,"Ini lah gus miftah,selalu jentelmen."
349,349,Hmmm..akhirnya..Finis
350,350,Wes..wes..gak usah banyak Stigmen Bla..Blaa..Blaa...Gus...Mundue ya sudah.ini kan akibat ulah anda sendiri
351,351,"jangan banyak ketawa
nanti banyak nangis"
352,352,Lain kali jaga lisan jangan mudah mengaibkan orang
353,353,Kucingnya ikut menangis gus
354,354,Anda sudah bikin memalukan prabowo
355,355,Bagus  lah
356,356,Kamu seprti preman .tidak layak kamu jadi lintas agama  menghina orang miskin .hat busuk .
357,357,ALLAH SWA TELAH MEMBERIKAN PERINGATAN DAN COBAAN KEPADA MU ATAS PERBUATAN DAN PRI LAKU SELAMA INI TERUTAMA SAAT PILPRES DIMANA DIMATA RAKYAT ANDA TIDAK ADIL DAN JUJUR DIMANA SEBAGAI SEORANG ULAMA ATAU SEORANG USTAT SELALU MEREMEHKAN MANUSIA  CIPTAAN ALLAH . SDR GUS MUFITA BANYAK RAKYAT INDONESIA BAHKAN SELEVEL ANDA SEBAGAI ULAMA ATAU SEORAN USTAT BANYAK TIDA SEPENDAPAT DENGAN CARA ANDA MENGHINA SESAMA MANUSIA APA LAGI SEORANG YG TIDAK MEMPUNYAI KEMAMPUAN UNTUK HIDUP SEPERTI SDR GUS MUSFITA. TIDAK PERLU MEMBUKA BUKA DAN MENYEBUT AYAT ALQURAN RAKYAT SUDAH KECEWA DAN MUNDUR BUKAN HANYA JABATAN DISANDANG YG DITUGASKAN PRESIDEN TAPI BERDAKWA PUN HARUS MUNDUR.
358,358,"Apakah Miftah ini msh pantas menjadi pendakwah? Lebih baik libur dulu deh ..  sampai batas waktu yg blm bs di tentukan... 

Introspeksi diri dan cooling down dulu.. 

Ga usah banyak bacot ah.."
359,359,Betul Sebagai Pendakwa & Penghina😂😂
360,360,Kepleset.....sendiri....
361,361,13:39
362,362,Jaman udah banyak  hp kemana2 harus jaga bicara sekarang cari kerjaan susah udah pejabat cuma salah ucap
363,363,JANGAN...SUKA .MENGHINA..ORANG....KECIL...PAK....ANDA KAN .PENDAKWAH......
364,364,"Tdk ada kata salut bagi saya, krn anda sdh layak mundur."
365,365,"Dan akhirnya pejabat pertama yg mengundurkan diri dari jabatannya setelah dilantik Pak Presiden,
 Mulutmu harimaumu.
Terbukti"
366,366,"Jangan lupa,,,para Netizen,,,orang yg disebelah Miftah waktu itu yg terpingkal pingkal sampai menepuk paha Miftah.di Usut & wajib minta Maff juga...👉👉🔥🔥"
367,367,Saya selalu mengikuti da'wah nya dia kayak lagak nya preman gak patut untuk panutan orang islam
368,368,Lebeh baik jual es teh dari pada jual agama😅😅😅
369,369,Jangan terlalu angkuh 😊
370,370,من كان يوءمن بالله والبوم الاخر فل يقل خيرا او ليصمت
371,371,Rakyat Jawa tenggah setuju Gus goblok mundur pak prabowo
372,372,"Baguslah Miftah mundur dr Staf Khusus Presiden , drpd msh bertahan utk menunggu di pecat,.. malah lebih memalukan... 

Miftah setelah menghina dan merendahkan wong cilik,.. Tp Allah menaikkan derajat hidup wong cilik itu setinggi tingginya. Dan, Allah menghinakan si Miftah yg selalu menjual ayat dlm berdakwah, tp ternyata  semua lisannya  itu tdk  sesuai dg prilakunya dan kebiasaan yg ternyata sering menghina dan merendahkan orang,. Contoh nyata ketika merendahkan Penjual es, seniman senior Yati Pesek, bahkan istrinya sendiri pun dipermalukan di depan orang banyak... 

Ternyata  kamu  begitu rendah ya Miftah..."
373,373,Cramah lagi.. udah gk laku gus
374,374,Itu lebih baik bro.
375,375,"Ini adalah awal dari keretakan,"
376,376,AIR MATA. BUAYA.......
377,377,"Sebenarnya bpk yg engkau lecehkn itu g butuh umroh tp dia cm btuh di hrgai d btuh uang,dr pd engkau umrohkan lbh baek uangnya km ksih buat modal aja,nnti kl sdh ada hsilnya biarin bpk itu umroh sendiri,kesanya kok di paksa untuk umroh"
378,378,Bener gk tuh beritanya
379,379,Penuh HIKMAH yg dapat kita ambil dari kejadian ini... Semoga Allah SWT melindungi diri kita semua dari salah dan khilaf ... Aamiin 🤲
380,380,Gus Miftah menjadi contoh siapapun bila bersalah akuilah kesalahannya .... Jgn salah tetapi mengaku benar ...... Salut .... Gus atas tanggung jawabnya ..... Allaah sayang kepada hambanya n telah menyadarkan n menyelamatkan Gus dari kekhilafannya.Semoga Gus Miftah diberikan sehat selamat n tetap semangat 🤲🤲🤲👍👍👍
381,381,Heh  beladiri tataumalu ihh
382,382,"Syukur deh, byk koq yg jauuuuuuuuh lbh pintar, baik, ganteng, org kaya dari lahir, soleh, jujur dan tdk sombong pula👌🇮🇩"
383,383,Alhamdulillah kalo beneran mundur karena akan memalukan prabowo
384,384,galfok sama kebisinganya
385,385,Semua manusia pasti hilaf
386,386,"Justru dengan kejadian ini Alloh SWT mlh sedang menjaga Gus Miftah yang sudah terkenal agar tidak terjerumus ke lembah kenistaan ,,,yang bertolak dengan peranya beliau karena sysitan selaku berupaya dengan seribu cara untuk menjwruskan manusia baik itu seorang ulama apa lagi seperti kita2 manusia biasa maka janganlah memojokoan dengan kesalahan seseorang ,,masa seribu kebaikan yang telah diperbuat hanya dengan satu kesalahan ,,,lansung semua mejeleknan total dengan Gus ,,pdahal kita semua pasti punya kesalahan dan kehilafan ,,,"
387,387,Baguuuuus bangeeet. .... Dia sadar diri😭😭😭
388,388,Kamu belajar akhlak dulu yg betul
389,389,"MULUTMU HARIMAU MU,,,istilah yang tak akan Pudar."
390,390,Indonesia luas Banyak ragam  dan agama   dan penilaian bukan dari Islam saja yg mendengar   baguslah Mengundurkan diri
391,391,"Sy kasih 👍👍👍atas keputusannya..ini namanya : JENTLE.bkn seperti orang lain,sdh benar2 salah,masih mencari pembelaan & pembenaran..demi kedudukannya."
392,392,Mg sukses sandiwara ny
393,393,Mengundu
394,394,Aja nangis gah Guss 😂😂😂
395,395,Gus gimana rasanya jadi pemimpin banyak orang susah kan kamu baru jadi setaf dan baru sekali berbuat salah sedikit aja udah di katiin netizen.kamu tau kan rasa tekanan itu dan kamu sudah nyerah dengan mundur baru sebulan banding kan dengan pak Jokowi yang berusaha berbuat benar saja banyak cobaan dari di tuduh pki di tuduh koropsi dan di demo sana sini bahkan sudah lengser saja masih ada isu di suruh di penjara kan coba fikir bagai mana pak Jokowi membawa beban itu semua dengan kuat dan sampai selesai masa pengabdian sebagai presiden jadi kamu baru tau dan merasakan susah payahnya pak Jokowi membimbing rakyat Indonesia jadi lain kali kamu harus pandai merawat negara Indonesia semoga faham mks
396,396,MIFTAH ....harus tau diri.
397,397,sepertinya kalau tida virall  adat dan kebiasaan yang secara tida sadar akan selalu di lakukan ...ucapan ulama itu besar pengaruhnya...semoga bisa jadi pelajaran bagi semuanya bahwa adab sopan santun adalah  ahlak rosululloh..
398,398,"Makanya,banyak belajar, untuk bertutur kata,itu lah,sifat asli,kamu,yang keluar secara spontanitas jadi Allah itu adil,makanya,kalau hidup itu harus bersyukur....jangan sombong,jangan merasa congkak.... jadi nggak usah menyesali,itu pembelajaran buat kamu,,jadi nggak perlu klarifikasi sedih...."
399,399,"Ini jadi contoh pembelajaran berharga bagi para pejabat di negeri ini . Menjunjung tinggi Etika , moral dn budaya malu . Terutama takut melanggar 😮sumpah jabatannya pd TUHAN . Janganlah kalian meniru para pasukan Dajjal la'natullah yg terkutuk , yg TDK punya rasa 😮malu , melakukan kejahatan dgn berlindung dibalik kekuasaan dn memperalat hukum ."
400,400,Bsgussadardiri tingaldiambilhikmahnya gudtrskandakwah utkumatislam
401,401,"Aku.salut dengan Gus Miftah ,,,mengakui kesalahannya dan ambil.keputusan yang terbaik menurut Gus ,,,mengundurkan diri ,,,karena mengambil.hilmah dari kejadian yang telah ia lakukan ,,dan tidak.membela diri tapi justru kemudian mejaga kabinet BP presiden yang baru ,,agar tidak berkepanjangan   dampak dari kehilafan yang ia lakukan ,,,tetap semangat Gus ,,dan bisa sebagai suri tauladan untuk gus2 yang lainya agar lebih berhati2 dalm mengembangkan ilmu agamanya yang utama dari sikap dan tutur katanya bisa bercermin pda nabiyulloh Muhamad saw ,,,amiin"
402,402,"Bagus,, sadar diri beralti dia, orang kurang ajar tidak berakhlak memang tidak layak jadi utusan presiden"
403,403,"Lebih parah mereka Bahar smit, rizik dan Roky, refly Harun, Roy Surya dan Faisal Asegaf, menghina mecaci maki pemerintah, tapi TDK ada yg berani tangkap mereka,,,dibandingkan dgn Gus Miftah,,,ini contoh kecil yg TDK ada persatuan diantara tim Prabowo,,,pihak lain menertawakan kita"
404,404,"Seharusnya memang layak utk mengundurkan diri...contoh seorang ksatria..ditunggu Mentri ex Kominfo yg tersandung judi online sesegera mungkin mengundurkan diri ...

😊😊"
405,405,Kuwalat paleng
406,406,Memang wajib diberhentikan jika TDK ingin melakukan hal yg sama..dia bukan ulama ataupun penceramah..mulutnya jahat sejahat yahudi
407,407,Kou yg menghina orang lain sekarang mendapatkan balasannya kou direndahkan oleh orang lain itulah hukum karma
408,408,Harapanku moga gus miftah menyadari akan kekilafanya memohon ampun kepada Alloh dengan memperbanyak istifar agar mendapat pengampunan Alloh SWT
409,409,Ini buat pelajaran kita semua bahwa Adab lebih tinggi dari pada ilmu
410,410,"Tetap semangat Gus...jgn berenti melecehkan orang miskin, jgn mewek dong kemaren di panggung begitu gagahnya ngatain orang goblok, hahahaha......😂😂😂"
411,411,BINATANG
412,412,Jani suroh Al imrony di baca Guss biar sy mgerti bunyi ayatny..g artiny ja
413,413,"Bagus mundurlah 
Jdi staf khusus juga gk ccok, rambut panjang, mulut gk disiplin, apa yg harus jdi contoh???"
