,Unnamed: 0.1,Unnamed: 0,comment
233,233,233,bagus lah kalau mundur anda itu belum pantas duduk d sebelah pak prabowo
234,234,234,jg byak omong lh bosayat2 yg kau baca hya utk bela diri
235,235,235,lihat saja sadar asli atau palsuklo sadar alhamdulillah
236,236,236,ulama kocak
237,237,237,kesatria mengakui kesalahan
238,238,238,hahahahahahahahahaha
239,239,239,bagis lah jika km sadar gus kampret 
240,240,240,saya sangat mengapresiasi langkah yg gus miftah ambil patut di contoh walau kesalahan nya hanya kcil
241,241,241,syukurlah kl anda sadar diri untuk mengundurkan diri biar jadi contoh dan pembelajaran  buat pejabat lain kalau punya kasussegera mundurbukan malah cari cari alasan dan kambing putih
242,242,242,wala takfu malaisalaka bil ilmijngnlh kamu mudah menyimpulkan sesuatu yg blm kamu ketahui
243,243,243,gondrong doank tapi nangis
244,244,244,jangan sombong lah jadi orang
245,245,245,biasanya seorang atasan jika bawahannya berbuat kesalahan yang fatal maka seorang atasan memberi 2 pilihan mundur atau di pecat
246,246,246,mimtah asal ngagah ngomong teh
247,247,247,syukur alhamdulillah atas kesadarannyabahwa anda tidak layak untuk jabatan itu gus
248,248,248,kemarin angkuh  sekarang lusuh gus gus darimana juga kamu dapat gelar gus
249,249,249,bukan dari canda gus mifta tukang jual esteh dapat rizqi dadakan
250,250,250,mundur karna tertawa yg berlebihan jowone beecik ketitik olo ketoro
251,251,251,mundur karna tertawa yg berlebihan jowone beecik ketitik olo ketoro
252,252,252,benar kata pepatah mulutmu adalah harimaumu
253,253,253,pembelajaran bagi siapapunsaat yang mahakuasa mengangkat derajat anda anda jangan lupa jabatan yg dititipkan oleh presiden bukan berarti membuat anda makin pongah ingat jabatan itu adalah sebuah ujian dari allah sekarang anda sia amanah yang maha kuasa terhadap anda dengan mencaci seseorang hanya karena menyangkut anda diberi jabatan presiden trus anda bisa seenak andaitulah kesalahan anda ingat gus nikmat tu cuman sampai tenggorokan sekarang anda telah dicabikcabik oleh mulut dan kelakuan anda sendiri gak usah pake cuci tangan biar anda dianggap benar lagi introspeksi aja diri sendiri trus biar orang lain yang akan menilai andamurid anda si dedi mana suaranyaingat kita hidup jangan sombong apa lagi pongahhatilah dalam berucap hati dalam bertindak hati bertingkah lakubagi yg kemaren ikutan ketawa terbahakbahak diacara si gus miftah kalian juga harus introspeksi diri juga secara gak langsung sikap anda juga bikin hati orang terluka jgn hanya jadi penjilat pada simiftah dengan pd nya ketawa terbahakbahak sekarang kalian saksikan sendiri kan sekarang kalian dihinakan juga harusnya kemaren anda gak usah ikutan ketawa anda harus pikirkan dulu itu candaan atau hinaan yg akhirnya anda juga ikut terjerumus oleh tindakan simiftahkalian semua orang yg berpendidikan maka gunakanlah sebagai mana mestinya seseorang yang berpendidikansemoga kejadian ini jadi pelajaran bagi seluruh tokohpejabat di seluruh indonesiaingat jabatan itu banyak artinyabisa jadi jabatan bukti kekuasaan tuhan mengangkat derajatbisa jadi jabatan itu adalah ujianbisa jadi jabatan adalah berkah dan banyak lagi yg tersirat dalam jabatan dan ketenaran
254,254,254,20250 di maafkan
255,255,255,gua mah geliat dia ceramah pakek kacamata hitam kalo lagi ceramah aja udah gak simpatik sama ini orang  eeee benar sekarang terbukti  ini orang bukan penceramah  cocok nya jadi badut
256,256,256,wah bisa dalil gaes membaca pula 
257,257,257,maleess komen
258,258,258,keliatan dia bukan ahli ilmu
259,259,259,mendingan nabalin
260,260,260,nah itu lebih bagus dari pada membuat malu  udah di kasih jabatan sama pak bowo kok bikin ulah
261,261,261,sudah jangan mewek mewekitu sudah karakternya ganti saja gus ikhdamm
262,262,262,
263,263,263,alhamdulillah mundur juga  semua sudah terbukti
264,264,264,gus apaan kau
265,265,265,gak pantas jadi panutan
266,266,266,untuk santri santri gus mifta saya sarankan cari guru yang punya adab yang bagus sehingga bisa bermanfaat ilmunyakeluar dari pondok ataubyang santri diluar pondok
267,267,267,setelah ini boikot ponpes yg pemiliknya ngakak disamping orang ini pesantren alhuda magelang tolong  masih banyak ponpes yg lain jgn termasuk orang munafik menitipkan anak ke orang yg gak punya hati nuraniseperti usman ali dia bukan kyai dia cuma penggemar poligami
268,268,268,yaudah iyalagian becanda nya begitutau sendiri netizen browasit bahrain aja ampe ketar ketirsemoga lebih baik lg cara dakwahnya brokurangin deh katatersebutemang di lingkungan masyarakat katatersebut selalu terucapbahkan katabinatang pun biasa ajakalo yang ucap orang biasa yatapi kalo punya nama trus keluar katatersebut auto tranding no 1bisa x sebulan lebih tranding
269,269,269,lebay politik politik  nggedebus
270,270,270,mewek mewekkkkk wkwkwk
271,271,271,andaikata dagang es tidak di goblok goblokan sama gus miftah kira kira dagang es firal tidakkira kira dagang es hari ini naik derajatnya apa tidak 
272,272,272,alhamdulillah
273,273,273,nyadar kan kamu guas makanya punya bahasa tutur kata di jaga jangan asal njeplak
274,274,274,barokah jd mukhibin ya gini baru saja blm 1bln eh jatuh dgn sendirinya
275,275,275,justru sebelahnya gus mifta yg benar2minta maafkelihatan arogansinyadia jg nanggung dosanya dihadapan allah
276,276,276,alhamdulilah klau masih sadar diri masih banyak yg pintar dari pada congornya ngak bisa dijaga
277,277,277,maka nya mulut dijaga  seorang kyai gak pantas bicara kotor 
278,278,278,wkwk istikhoroblg ae miftah malu di olok olok notizen emang wali istikhoro lgsng kobul
279,279,279,yg kemarin ikut ketawa bareng kenapa ga ikut nangis bareng
280,280,280,lebih baik mundur dari pada menunggu di pecat secara tdk terhormatkarena anda tdk pantas menjadi pejabat negara 
281,281,281,sekarang miftah harus membuang nama gus karena dia bukan gus dn jangan sekali2 mendulang uang dari berceramah dn sudahla jangan ngomong dalilhadis itu malah mencoreng agama islam
282,282,282,setelah penjual es teh selanjutnya penjual apa lagi ya yang di katain gblk  dakwah sekarang menjadi bisnis dan politik yg menjanjikan
283,283,283,itu jg yg sebelah gus miftajg harus minta maafyg modelnya  seperti plecehan pedagang kecil
284,284,284,malu kl ga mundur brosadar dirilah
285,285,285,mmang begitu hrs mundur
286,286,286,penyesalan emang datang akhir belakang  jadikn contoh ingat sllu jg lisan trhadap orng lain
287,287,287,nhaah ini bisa menjadi pembelajaran yng mahal untuk semuanya apalgi bg publik figur maupun politisi untuk lebih menghargai sesama manusia mulutmu bisa menjadi harimau mu
288,288,288,nangis tenan opo sandiwara kui
289,289,289,begitu dong mundur dengan hormatjadi yg goblok itu bukan penjual  es tapi sebaliknya
290,290,290,orang2 yg terania doanya  sangat di ijabah sama allah swtsemoga kelak tidak terjadi lagiamin
291,291,291,sy salut buat gus miftahorang bisa saja khikafsemoga kedepannya tidak terjadi hal sperti ini lagi
292,292,292,baguslah mundur itu lbih baik sadar diri
293,293,293,belajar lg gus tentang adab berbahasa dan kurangi tingkah laku yang kurang baik
294,294,294,wahai umat islam di seluruh jagat maya  semua yg menjalani hidup pasti mengalami  yaitu kemarau setahun hujan sehari  hanya orang rendah hati yg tau makna dr pribahasa di atas
295,295,295,gondrong boleh2aje tpi sesuaekn dngn status lo ini bukan zaman nabi yg tak ad tukang cukur
296,296,296,menghina seperti itu tidak baik tapi beliau tidak merampok hak orang lain malah gara gara kesalahan beliau orang lain menjadi makmur coba bandingkan dengan para koruptor yang jelas jelas merampok hak rakyat miskin itu gak pernah ada ynag menghujat sehebat menghujat gus miftah
297,297,297,dan boikot juga harusnya yu orang
298,298,298,begitu cepatnya tawamu berubah jadi tangisan
299,299,299,akhirnya di bukakan jalan nyaga tepat menjadi utusan presiden
300,300,300,kasian gus miftah
301,301,301,baguslah intropeksi diri ingat etika dan adab moral lebih tinggi dari ilmu buat apa punya ilmu tinggi kalau tak punya adab dan etika masih banyak orang yg beradab dan beretika dari nkri ini salam akal yg waras 
302,302,302,ada suara kucingseakan akan puas dengar mifta mundurwkwk
303,303,303,cerdas jgcari simpati semua orngmdahan azapa yg di katakan miftah benar ada nya
304,304,304,baguuuus 
305,305,305,nahhh ngonoaku melu lega yen gus mif wani mundur kanti legawa lan uwes njaluk ngapura marang gusti alloh uga marang lek sunhaji uga marang presiden lan rakjat indonesia jaga slalu kb hasan besari jetis tegalsari ponorogo 
306,306,306,beneran pa hoak
307,307,307,ngono yow isek sempet te dalil joh
308,308,308,penyesalan slalu dtng blakangandn maaf adalah yg pling gampang di ucapkn oleh mulut
309,309,309,makanya di saat kita dekat dengan rezim jangan angkuh seolaholah kalian pemilik bangsa ini rakyat lain yang tidak mendukung jungjungan kalian kau bilang ini kau bilang itu pedahal semua yg kalian buat sadar nangis lagi minta maaf saja sudah muak kita dengarnya jejak digitalmu abadi lo
310,310,310,ya allahh tuhan yang mahakuasa berbuat sekehendak
311,311,311,halah kbnyakn omongngerti agama gak gerti adab
312,312,312,hancursehancurnya
313,313,313,katanya pendakwah kok gitu kan di kitab hadist arbain jelas selamatnya insan manusia dgn menjaga lisannya makanya berkatalah yg baik kalau ga bisa baik lbh baik diam
314,314,314,kita menghormati pilihan mifftah mundur dari jabatan utusan khusus presiden yang berarti dia menyadari bahwa lebih baik mundur sebagai bentuk pertanggung jawaban atas kesalahannya menghina salah satu umat dan itu sangat tepat
315,315,315,mungkin itu lah yng sebenar nya
316,316,316,kau itu pantasnya jdi juri ayam aduan saja
317,317,317,lebih cepat lebih baik mundur daripada lama jadi pendakwah berkedok agama
318,318,318,mantap miftah malu oleh mulutnya sendiri
319,319,319,mundur secara ksatria
320,320,320,kalau saran mah ust adi hidayat
321,321,321,mundur karna desakan sitizen
322,322,322,dan jgan ceramah lgiitu akn lbih baik gus msh bnyak juga kiyai yg baik
323,323,323,ngak cocok ustad menghina orang rendah  semesti menyampaikan yang baik baik aja  kami orang bodoh ngak mau bicara seperti anda
324,324,324,bagus akhirnya mudurdari pada lansung di pecatitulah akibatnya klo punya ilmu ga punya adabiya jabatan hanya titipandan ingat ilmu pun klo gak bisa memanfaatkan nya akan di hisabapa lagi menjadi guru agama pertanggung jawabannya di akhirat sungguh beratjadikanlah ini pelajaran wahai  pendakwah gus miftah
325,325,325,qt ambil hikmahnya nya saja bahwasanya lisan itu bisa lebih tajam dari pada pedang jika qt salah mepergunakan nya bisa berakibat fatal 
326,326,326,alkhamdulillah emang sebaiknya seperti itu lebih baik ketimbang kau sll men jadi kesombonganmu itusatu org lagi yg tertawa terbahak seperti setan itu ktnya konon seorang pimpinan ponpesdia sama sekaii layak khawatir karakternya yg berbahaya itu menular kpd yg lain
327,327,327,pikran dan rasa masing orang sebenarnya kembali ke suasa batin dan pikiran orang itu masing yg membencimu itulah suasana batin pembeci yg suka itulah suasan batin yg cinta  suka jadi biasa saja gus tetap berjuang semangat gus  
328,328,328,apapun gus miftah tetap idolakummg gaya dakwahnya begitu dan ga mungkin jg kyai besar spt gusmiftah berniat mnghina sabar gus allah maha tahu
329,329,329,janga sebut gus krna ucapanya gk pantas utk seorang yg brgelar gus
330,330,330,harusnya jadi pigur seorang habib itu
331,331,331,banyak manusia waras yang lebih pantas
332,332,332,air mata buaya tidak layak kamu jadi pemuaka agzma sombong menghina orang sesukamu aja ngomong tidak pantas jkamu  bicara sehenak  mulut  ingat mati dunia sementra
333,333,333,etika dan adap itu lebih utamakalau kita tak beradab  gi mana tu
334,334,334,salamatul insan fi higdzil lisan sabar gus ini cobaan dari allah swt kedepan kalau berdakwah lebih berhatihati gunakan  kata2 yg baik jangan merendahkan orang lain apalagi di depan umun semoga gus miftah lebih sukses lagi sabar gus
335,335,335,nyatai aja gus mifatah orang yg membencimu dia tak tau suarana batinmu kepadanya dia yg nyukaimu tau akan batin mu begitu sebaliknya  panjengan gus 
336,336,336,buat yg laen jaga mulutnya mkanya
337,337,337,cara allah memuliakandan menghinakan mahluk nyasangan unik kunfayakun
338,338,338,lidah tidak bertulang
339,339,339,aktingnya bgus gus miftah lbh baik jdi bintang sinetron aja  sialnya hidupnya pnuh dramasetanpun gk prcaya akan omong kosongnya apalagi manusianya
340,340,340,klw sudah kyk gini bru nangis ente kmarin menghina org susah smpai terbahak
341,341,341,itu baru takdiiirsetelah kau angkat derajatnya pak sunhaji  gus miftah lepas jabatan mudah mudahan  mundurnya dengan keihklasan
342,342,342,lebay
343,343,343,semua manusia tak luput dari kesalahan n kekhilafansemua ini ambil khikmahnya  nasib rezeqi n bala allaah telah mengaturnya 
344,344,344,tau batal haram tp gak punya adab agama cuman jadi kedok
345,345,345,intinya mengolok mengejek itu gak baik jadi ya jelek
346,346,346,rasakan dn jg hrs di boikot di tv
347,347,347,sdh merasa bersalah
348,348,348,ini lah gus miftahselalu jentelmen
349,349,349,hmmmakhirnyafinis
350,350,350,weswesgak usah banyak stigmen blablaablaagusmundue ya sudahini kan akibat ulah anda sendiri
351,351,351,jangan banyak ketawananti banyak nangis
352,352,352,lain kali jaga lisan jangan mudah mengaibkan orang
353,353,353,kucingnya ikut menangis gus
354,354,354,anda sudah bikin memalukan prabowo
355,355,355,bagus  lah
356,356,356,kamu seprti preman tidak layak kamu jadi lintas agama  menghina orang miskin hat busuk 
357,357,357,allah swa telah memberikan peringatan dan cobaan kepada mu atas perbuatan dan pri laku selama ini terutama saat pilpres dimana dimata rakyat anda tidak adil dan jujur dimana sebagai seorang ulama atau seorang ustat selalu meremehkan manusia  ciptaan allah  sdr gus mufita banyak rakyat indonesia bahkan selevel anda sebagai ulama atau seoran ustat banyak tida sependapat dengan cara anda menghina sesama manusia apa lagi seorang yg tidak mempunyai kemampuan untuk hidup seperti sdr gus musfita tidak perlu membuka buka dan menyebut ayat alquran rakyat sudah kecewa dan mundur bukan hanya jabatan disandang yg ditugaskan presiden tapi berdakwa pun harus mundur
358,358,358,apakah miftah ini msh pantas menjadi pendakwah lebih baik libur dulu deh   sampai batas waktu yg blm bs di tentukan introspeksi diri dan cooling down dulu ga usah banyak bacot ah
359,359,359,betul sebagai pendakwa  penghina
360,360,360,keplesetsendiri
361,361,361,1339
362,362,362,jaman udah banyak  hp kemana2 harus jaga bicara sekarang cari kerjaan susah udah pejabat cuma salah ucap
363,363,363,jangansuka menghinaorangkecilpakanda kan pendakwah
364,364,364,tdk ada kata salut bagi saya krn anda sdh layak mundur
365,365,365,dan akhirnya pejabat pertama yg mengundurkan diri dari jabatannya setelah dilantik pak presiden mulutmu harimaumuterbukti
366,366,366,jangan lupapara netizenorang yg disebelah miftah waktu itu yg terpingkal pingkal sampai menepuk paha miftahdi usut  wajib minta maff juga
367,367,367,saya selalu mengikuti dawah nya dia kayak lagak nya preman gak patut untuk panutan orang islam
368,368,368,lebeh baik jual es teh dari pada jual agama
369,369,369,jangan terlalu angkuh 
370,370,370,          
371,371,371,rakyat jawa tenggah setuju gus goblok mundur pak prabowo
372,372,372,baguslah miftah mundur dr staf khusus presiden  drpd msh bertahan utk menunggu di pecat malah lebih memalukan miftah setelah menghina dan merendahkan wong cilik tp allah menaikkan derajat hidup wong cilik itu setinggi tingginya dan allah menghinakan si miftah yg selalu menjual ayat dlm berdakwah tp ternyata  semua lisannya  itu tdk  sesuai dg prilakunya dan kebiasaan yg ternyata sering menghina dan merendahkan orang contoh nyata ketika merendahkan penjual es seniman senior yati pesek bahkan istrinya sendiri pun dipermalukan di depan orang banyak ternyata  kamu  begitu rendah ya miftah
373,373,373,cramah lagi udah gk laku gus
374,374,374,itu lebih baik bro
375,375,375,ini adalah awal dari keretakan
376,376,376,air mata buaya
377,377,377,sebenarnya bpk yg engkau lecehkn itu g butuh umroh tp dia cm btuh di hrgai d btuh uangdr pd engkau umrohkan lbh baek uangnya km ksih buat modal ajannti kl sdh ada hsilnya biarin bpk itu umroh sendirikesanya kok di paksa untuk umroh
378,378,378,bener gk tuh beritanya
379,379,379,penuh hikmah yg dapat kita ambil dari kejadian ini semoga allah swt melindungi diri kita semua dari salah dan khilaf  aamiin 
380,380,380,gus miftah menjadi contoh siapapun bila bersalah akuilah kesalahannya  jgn salah tetapi mengaku benar  salut  gus atas tanggung jawabnya  allaah sayang kepada hambanya n telah menyadarkan n menyelamatkan gus dari kekhilafannyasemoga gus miftah diberikan sehat selamat n tetap semangat 
381,381,381,heh  beladiri tataumalu ihh
382,382,382,syukur deh byk koq yg jauuuuuuuuh lbh pintar baik ganteng org kaya dari lahir soleh jujur dan tdk sombong pula
383,383,383,alhamdulillah kalo beneran mundur karena akan memalukan prabowo
384,384,384,galfok sama kebisinganya
385,385,385,semua manusia pasti hilaf
386,386,386,justru dengan kejadian ini alloh swt mlh sedang menjaga gus miftah yang sudah terkenal agar tidak terjerumus ke lembah kenistaan yang bertolak dengan peranya beliau karena sysitan selaku berupaya dengan seribu cara untuk menjwruskan manusia baik itu seorang ulama apa lagi seperti kita2 manusia biasa maka janganlah memojokoan dengan kesalahan seseorang masa seribu kebaikan yang telah diperbuat hanya dengan satu kesalahan lansung semua mejeleknan total dengan gus pdahal kita semua pasti punya kesalahan dan kehilafan 
387,387,387,baguuuuus bangeeet  dia sadar diri
388,388,388,kamu belajar akhlak dulu yg betul
389,389,389,mulutmu harimau muistilah yang tak akan pudar
390,390,390,indonesia luas banyak ragam  dan agama   dan penilaian bukan dari islam saja yg mendengar   baguslah mengundurkan diri
391,391,391,sy kasih atas keputusannyaini namanya  jentlebkn seperti orang lainsdh benar2 salahmasih mencari pembelaan  pembenarandemi kedudukannya
392,392,392,mg sukses sandiwara ny
393,393,393,mengundu
394,394,394,aja nangis gah guss 
395,395,395,gus gimana rasanya jadi pemimpin banyak orang susah kan kamu baru jadi setaf dan baru sekali berbuat salah sedikit aja udah di katiin netizenkamu tau kan rasa tekanan itu dan kamu sudah nyerah dengan mundur baru sebulan banding kan dengan pak jokowi yang berusaha berbuat benar saja banyak cobaan dari di tuduh pki di tuduh koropsi dan di demo sana sini bahkan sudah lengser saja masih ada isu di suruh di penjara kan coba fikir bagai mana pak jokowi membawa beban itu semua dengan kuat dan sampai selesai masa pengabdian sebagai presiden jadi kamu baru tau dan merasakan susah payahnya pak jokowi membimbing rakyat indonesia jadi lain kali kamu harus pandai merawat negara indonesia semoga faham mks
396,396,396,miftah harus tau diri
397,397,397,sepertinya kalau tida virall  adat dan kebiasaan yang secara tida sadar akan selalu di lakukan ucapan ulama itu besar pengaruhnyasemoga bisa jadi pelajaran bagi semuanya bahwa adab sopan santun adalah  ahlak rosululloh
398,398,398,makanyabanyak belajar untuk bertutur kataitu lahsifat aslikamuyang keluar secara spontanitas jadi allah itu adilmakanyakalau hidup itu harus bersyukurjangan sombongjangan merasa congkak jadi nggak usah menyesaliitu pembelajaran buat kamujadi nggak perlu klarifikasi sedih
399,399,399,ini jadi contoh pembelajaran berharga bagi para pejabat di negeri ini  menjunjung tinggi etika  moral dn budaya malu  terutama takut melanggar sumpah jabatannya pd tuhan  janganlah kalian meniru para pasukan dajjal lanatullah yg terkutuk  yg tdk punya rasa malu  melakukan kejahatan dgn berlindung dibalik kekuasaan dn memperalat hukum 
400,400,400,bsgussadardiri tingaldiambilhikmahnya gudtrskandakwah utkumatislam
401,401,401,akusalut dengan gus miftah mengakui kesalahannya dan ambilkeputusan yang terbaik menurut gus mengundurkan diri karena mengambilhilmah dari kejadian yang telah ia lakukan dan tidakmembela diri tapi justru kemudian mejaga kabinet bp presiden yang baru agar tidak berkepanjangan   dampak dari kehilafan yang ia lakukan tetap semangat gus dan bisa sebagai suri tauladan untuk gus2 yang lainya agar lebih berhati2 dalm mengembangkan ilmu agamanya yang utama dari sikap dan tutur katanya bisa bercermin pda nabiyulloh muhamad saw amiin
402,402,402,bagus sadar diri beralti dia orang kurang ajar tidak berakhlak memang tidak layak jadi utusan presiden
403,403,403,lebih parah mereka bahar smit rizik dan roky refly harun roy surya dan faisal asegaf menghina mecaci maki pemerintah tapi tdk ada yg berani tangkap merekadibandingkan dgn gus miftahini contoh kecil yg tdk ada persatuan diantara tim prabowopihak lain menertawakan kita
404,404,404,seharusnya memang layak utk mengundurkan diricontoh seorang ksatriaditunggu mentri ex kominfo yg tersandung judi online sesegera mungkin mengundurkan diri 
405,405,405,kuwalat paleng
406,406,406,memang wajib diberhentikan jika tdk ingin melakukan hal yg samadia bukan ulama ataupun penceramahmulutnya jahat sejahat yahudi
407,407,407,kou yg menghina orang lain sekarang mendapatkan balasannya kou direndahkan oleh orang lain itulah hukum karma
408,408,408,harapanku moga gus miftah menyadari akan kekilafanya memohon ampun kepada alloh dengan memperbanyak istifar agar mendapat pengampunan alloh swt
409,409,409,ini buat pelajaran kita semua bahwa adab lebih tinggi dari pada ilmu
410,410,410,tetap semangat gusjgn berenti melecehkan orang miskin jgn mewek dong kemaren di panggung begitu gagahnya ngatain orang goblok hahahaha
411,411,411,binatang
412,412,412,jani suroh al imrony di baca guss biar sy mgerti bunyi ayatnyg artiny ja
413,413,413,bagus mundurlah jdi staf khusus juga gk ccok rambut panjang mulut gk disiplin apa yg harus jdi contoh
414,414,414,sdh banyak yg tobat dari dakwah dia 
415,415,415,keputusan mu ituuuukarena kmu viralmembuat kmu di hina dan jadi malu
416,416,416,gara2 warganet bilang pecat2
417,417,417,bagus mnding mundur aj orng sprti itu msh bnyk orng baik ko
418,418,418,sukur alhamdulillah mau mengundurkan diri
419,419,419,penceramah kondangyg di idolakan banyak umat islamdg mudah dihinakan karena ucapanya    semua ini hanya allah yg maha tahu dari keasliannya
420,420,420,sukur alhamdulillah mau mengundurkan diri
421,421,421,
422,422,422,gus miftah  kesatria  
423,423,423,alhamdulillah tks ya allah smg yg bersangkutan kelak masuk surga 
424,424,424,sayang sekali bukanya dari kemarin kau mundurnya gus 
425,425,425,makan nya jngan sombong
426,426,426,menangis menyesal
427,427,427,lebih bagus begut shrusnya memberikan contoh yg baik apa lgi sorang tokoh agama malu atas apa yg tlah d lakukannyajangn mberikan contoh yg buruk
428,428,428,emang tak sepantasnya orang yang mencla mencle jadi utusan presidendulu menghina presiden sekarang menjilat
429,429,429,prabowo sangat percaya pada anda tetapi kepercayaan itu anda salah mempergunakan nya lebih2 menghina kehidupan org yg bekerja dg susah payah dan halal dari apa yg anda katakan kepada nya itu pembelajaran buat andabukan masalah kepercayaan prabowo tapi masalah omongan anda yg menghina org itu
430,430,430,kekhilafan itu cukup sekali dan 1 orang yg d hina n sampai berkali2 dan lebih dari 1 orang yg d hinaharusnya klo bekas dari anak jalanan lebih tau harga dirinya dan bisa menghargai orang2 miskin orang lemah bukannya d hina gus gus
431,431,431,blangkon itu simbol dari kebagusan hati dn jiwabukan simbol ucapan di lisan yg manissecara psikologi jiwamu memandang orang sebelah matabagiku lbih baik pake topi kyk aku
432,432,432,kemaren dg bangganya hina orang sekaeang namggis dg pembelaan diri dasar semprol
433,433,433,bercanda boleh tapi pada tempatnya dan jangan menyakiti orang
434,434,434,kan gus perna ngomong saya tidak butuh jabatan
435,435,435,penyesalan tidak akan merubah masa lalukekawatiran tidak akan merubah  masa depan
436,436,436,akhirnya kembali kederajad yang aslinya
437,437,437,harus kita renungkan sabda rosululloh saw  doa orang yg di dzolimi itu mustajab dan di lzabah oleh alloh swt
438,438,438,nasi dah jadi bubur
439,439,439,ga ada lg yg ngundang
440,440,440,gus bully aq mau di bully  jg biar dpt rezeki banyak
441,441,441,abdul somad saja gak gitu gitu amat mulut nya yg paparan nya jelas dakwah nya bagus ini mulut rusak ahlah 0
442,442,442,hebat bagus msh ada hati nurani mu jadikan semua ni pelajaran pak kdpn semoga jgn di ulangi lagi hati2 dalam berucap semua perkataan itu ada tempatnya
443,443,443,baca qs al hujurat ayat 11 sd 13 biar paham gus
444,444,444,bagus lh masa orang ber agamabisa merendah kan orang yg lg cari rizki
445,445,445,mknya lu pny mulut jgn asal jeplak sdr sm diri lu yg sdh d angkat derajatnya sm allah swt eh mlh menghuna orang lain jadi pendakwah itu harusnya tau memanusiakan manusia bukannya menghina dengan kt2 goublok n itulahjgn merasa sdh jadi pendakwah lalu dgn seenaknya pny mulut asal keluarbukan 1 2 orang yg lu hina hai pendakwah gk beradab
446,446,446,aku yakin kalau ada 10 orang saja ber jiwa seperti ini di indonesia pasti indonesia ini makmur mantap bg gus miftah
447,447,447,ga usah pake nangislah guswis kadong sego jadi buburmenghina mencela sampai sampai di sebelah mu tertawa terbahak bahak tanpa anda stop
448,448,448,yoh  seidaknya ijik duwe isin  wes munduro ra ono sing gondeli
449,449,449,udahlah miftah lebih baik kamu mundur sebelum dipecat secara tidak hormat
450,450,450,lengkap sudah bakso sama es tehgk bahaya ta
451,451,451,jangan nangis lokkkkkitu karma muuuuu lokmasih carmuk aja lok
452,452,452,sudah terll sering minta maaf harusya klo udah minta maaf jgn diulangi
453,453,453,ketika 1000 kebaikan di abaykan dengan 1 kesalahan begitulah manusiya yg gx punya hati nurani
454,454,454,orang yg pinter blm tentu benersedangkan orang yg bener billa berkata sangngat berhatipelajaran buat yg katanya gusini lh  pengallam ilmu tanpa gurusrkalipunya guru gurunyanya seindonesiambok mallu bin isiin
455,455,455,mantap saya salut sama gus miftah ini sudah direncanakan alloh swtbuat contoh di pemerintahan pak prabowo subianto barangkali nanti ada pejabat yg salah harus berani mengundurkan diri
456,456,456,senang hati dan bagus lah mundur biar gak terlalu cobak tunduk lah
457,457,457,mending mundur drpd bikin malu dan malu2 insgr bebenah dr
458,458,458,bagus masih punya rasa malu
459,459,459,mantab
460,460,460,dihancurkan allah dengan sehancur hancurnya alhmdllah ya rob
461,461,461,kalo dakwah membaca hadist atau isi quran liat tablet mah anak sd juga bisa
462,462,462,saya respek smoga allah memuliakan mu
463,463,463,ngga usah nangis guuus harus tegar setegar apa yang gus pernah ucapkan kepada orang lain guuus nangis minta belas kasihan dari bp presiden yaaaa biar di pindah kan jabatan nyah
464,464,464,dh jangan bersedih jika tidak mengundur diri juga akan di berhentikan 
465,465,465,nangiso seng banter
466,466,466,udlah gk usa exting lagi broair matamu tidak ngaru buatku
467,467,467,jadikan pembelajaran jgn berhenti di pak sunhaji sajatp utk yg lain jgkrn seblm nya jg mngkin bnyk yg tersinggung bahkan malu atas candaan yg maaf aroganjadilah penceramah yg menyejukkan bukan mengundang tertawaan berujung menjatuhkan mental  seseorangsemangat berhijrah gusmnjd lebih santun dalam menyampaikan dakwah
468,468,468,semuaini ada hikmahnyamudahan kedepanya bisa lbh santun dlm bertutur kata
469,469,469,alhamdullillahsudah faham dengan firman allah yang di baca sendirisemoga taubatnya di terima allah
470,470,470,orang laki bs nangis jg ya
471,471,471,lhooohbisa nangis alkhamdullilah kalau bisa nangis 
472,472,472,dawah nya yg byk arti bagi orang byk di seluruh nusantara bermanfaat bagi umatnya yg mampu mencerna tausyiahnya yg berilmu byk yg di petik dari seorang gus miftahhanya bagimu yg berbudi pekerti orang2 yg tau getir pahit kehidupanyg komen seenaknya cb bandingkan biodata gus miftah dgn kyai atau pendakwah lain secara detail di seluruh nusantara baik yg mna mas brow jd gus mundur dr jabatannya bukan karena salah sepenuhnya atas ungkapan itu kpda pjual es tehbagi saya itu kata2 biasaapapun ucapan nya tergantung penyampaian dan expresinya kbyakan yg komen gak bermutu asal ngejeplak ngaca donk siapa kt ukuran utk mjdi orang yg bisa membuat orang lain tersenyum berjuang dari utk diri sendiri hingga utk santri2 bahkan utk orang byk di negri ini tdk mudah dan tdk sbntar brow jd jgn bertepuk sebelah tangan buat siapapun anda mari kt sama2 bljar dari kesalahan yg tdk hanya sekedar ngomong sambil merokok yg harganya 35 rb perbungkus tiap hr tanpa menghiraukan sesama gus miftah luar biasa aku suka ceramah nya dan pingin ilmu nya semoga gus miftah selalu sehat di pjgkan umurnya aamiin salam warass
473,473,473,mangkanya ga usah aneh aneh ingat ada pribahasamulutmu harimau mu gus
